species_no,month,sunrise,dewpoint,wetbulb,trap_T900,tmin,tavg,cool,station,depart,sunset,tmax,heat,resultspeed,long_lat,year,avgspeed,trap_T003,trap_T086,trap_T225,trap_T143,trap_T115,trap_T002,trap_T223,trap_T046,trap_T006,trap_T233,trap_T013,trap_T235,trap_T017,trap_T014,trap_T230,trap_T148,trap_T200,trap_T018,trap_T043,trap_T103,trap_T015,trap_T096
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3658.9510919380637,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3658.9510919380637,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3658.9510919380637,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3648.2553286647762,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3648.2553286647762,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3654.01039702293,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3654.01039702293,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3651.624046406721,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3651.624046406721,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.5646519364122,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.5646519364122,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.5646519364122,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3667.284420533964,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3670.14689901656,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3654.783846640512,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3654.783846640512,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.56550300201,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.56550300201,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.5056358210636,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.5056358210636,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3687.3381000454656,2007,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3687.3381000454656,2007,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.1319854233598,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.1319854233598,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3669.7706704409716,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3669.7706704409716,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3669.7706704409716,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3677.449549854998,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3677.449549854998,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3684.41469581367,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3684.41469581367,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.989879452502,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3682.989879452502,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3680.2696538764753,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3680.2696538764753,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3670.581906062775,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3670.581906062775,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3677.85205537347,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3677.85205537347,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3678.4639924139456,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3678.4639924139456,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3678.4639924139456,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3667.066147864612,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3667.066147864612,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3666.785940654954,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3666.785940654954,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3655.8952151661506,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3655.8952151661506,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3655.8952151661506,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.881107191728,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.881107191728,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.881107191728,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.881107191728,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3674.401627477534,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3674.401627477534,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3674.401627477534,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.7221691021923,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3657.7221691021923,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3655.7502116213864,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3655.7502116213864,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3680.141970730566,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3680.141970730566,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3679.4420298881996,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,73,83,18,2,9,1904,92,0,6.3,-3679.4420298881996,2007,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3679.89701023656,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,451,73,76.0,0,72,82,17,1,9,1904,91,0,6.2,-3679.89701023656,2007,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3650.5103743178283,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3650.5103743178283,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3650.5103743178283,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3654.797039396631,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3654.797039396631,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3650.584789869696,2007,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3650.584789869696,2007,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3651.888622424952,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3651.888622424952,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3651.888622424952,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3654.6296700550447,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,452,72,74.0,0,74,81,16,2,7,1903,87,0,1.5,-3654.6296700550447,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,72,78,13,1,5,1902,84,0,2.5,-3680.287414366544,2007,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,72,78,13,1,5,1902,84,0,2.5,-3680.287414366544,2007,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,8,453,71,73.0,0,72,78,13,1,5,1902,84,0,2.5,-3680.287414366544,2007,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3654.6296700550447,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3649.350950476344,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3649.350950476344,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3649.350950476344,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3653.7895396184836,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3653.7895396184836,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3654.2506587422668,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3654.2506587422668,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3654.2506587422668,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.5498609373076,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.5498609373076,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.5498609373076,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.8785742007294,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.8785742007294,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.8785742007294,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,8,453,71,73.0,0,73,79,14,2,5,1902,85,0,3.1,-3648.8785742007294,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.7652636736702,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.7652636736702,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.66335909779,2007,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.66335909779,2007,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.66335909779,2007,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.6828003446376,2007,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.6828003446376,2007,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.6828003446376,2007,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.160856865176,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3681.52714617789,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3681.52714617789,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.626297114068,2007,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.626297114068,2007,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3685.870081681489,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3687.402467635194,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3687.402467635194,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.554941852228,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.554941852228,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.1337379430465,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.1337379430465,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.6266654944766,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.6266654944766,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.287414366544,2007,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.287414366544,2007,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.287414366544,2007,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3680.287414366544,2007,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.483795662016,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3684.483795662016,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.3664752962677,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.3664752962677,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3686.3664752962677,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3689.1019532811056,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3689.1019532811056,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.1849211884246,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.1849211884246,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.72261820168,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3682.72261820168,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,8,459,69,71.0,0,72,77,12,2,4,1854,81,0,4.9,-3678.93536241231,2007,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,69,71.0,0,72,77,12,2,4,1854,81,0,4.9,-3678.93536241231,2007,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.717949779934,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.717949779934,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.263980478028,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3683.263980478028,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,8,459,67,70.0,0,71,76,11,1,4,1854,80,0,3.4,-3681.8237813935384,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
