Date,day,month,year,Trap,Latitude,Longitude,WnvPresent,Species,species_no,Block,NumMosquitos,Station
2007-08-15,15,8,2007,T009,41.981964,-87.812827,1,CULEX PIPIENS,2.0,91,27,1
2007-08-15,15,8,2007,T009,41.981964,-87.812827,1,CULEX PIPIENS/RESTUANS,2.0,91,38,1
2007-08-15,15,8,2007,T011,41.944869,-87.832763,1,CULEX PIPIENS,2.0,36,25,1
2007-08-15,15,8,2007,T011,41.944869,-87.832763,1,CULEX PIPIENS/RESTUANS,2.0,36,39,1
2007-08-15,15,8,2007,T012,41.991429,-87.747113,0,CULEX PIPIENS/RESTUANS,2.0,61,21,1
2007-08-15,15,8,2007,T012,41.991429,-87.747113,1,CULEX PIPIENS,2.0,61,16,1
2007-08-15,15,8,2007,T013,41.923738,-87.785288,0,CULEX PIPIENS,2.0,61,26,1
2007-08-15,15,8,2007,T013,41.923738,-87.785288,0,CULEX PIPIENS/RESTUANS,2.0,61,50,1
2007-08-15,15,8,2007,T013,41.923738,-87.785288,0,CULEX RESTUANS,1.0,61,1,1
2007-08-15,15,8,2007,T013,41.923738,-87.785288,0,CULEX TERRITANS,0.0,61,2,1
2007-08-15,15,8,2007,T014,41.970248,-87.787992,0,CULEX PIPIENS,2.0,64,44,1
2007-08-15,15,8,2007,T014,41.970248,-87.787992,0,CULEX PIPIENS/RESTUANS,2.0,64,49,1
2007-08-15,15,8,2007,T015,41.974089,-87.824812,0,CULEX PIPIENS/RESTUANS,2.0,79,25,1
2007-08-15,15,8,2007,T015,41.974089,-87.824812,0,CULEX RESTUANS,1.0,79,2,1
2007-08-15,15,8,2007,T015,41.974089,-87.824812,1,CULEX PIPIENS,2.0,79,11,1
2007-08-15,15,8,2007,T016,42.011601,-87.811506,1,CULEX PIPIENS,2.0,72,118,1
2007-08-15,15,8,2007,T016,42.011601,-87.811506,1,CULEX PIPIENS/RESTUANS,2.0,72,98,1
2007-08-15,15,8,2007,T017,41.960616,-87.777189,0,CULEX PIPIENS,2.0,60,3,1
2007-08-15,15,8,2007,T017,41.960616,-87.777189,0,CULEX PIPIENS/RESTUANS,2.0,60,3,1
2007-08-15,15,8,2007,T018,42.010412,-87.66214,0,CULEX PIPIENS,2.0,12,2,1
2007-08-15,15,8,2007,T018,42.010412,-87.66214,0,CULEX PIPIENS/RESTUANS,2.0,12,1,1
2007-08-15,15,8,2007,T019,41.94983,-87.698457,0,CULEX PIPIENS,2.0,38,17,2
2007-08-15,15,8,2007,T019,41.94983,-87.698457,0,CULEX PIPIENS/RESTUANS,2.0,38,15,2
2007-08-15,15,8,2007,T025,41.979243,-87.750938,0,CULEX PIPIENS,2.0,49,5,1
2007-08-15,15,8,2007,T025,41.979243,-87.750938,0,CULEX PIPIENS/RESTUANS,2.0,49,4,1
2007-08-15,15,8,2007,T027,41.984809,-87.728492,0,CULEX PIPIENS,2.0,58,1,1
2007-08-15,15,8,2007,T027,41.984809,-87.728492,0,CULEX PIPIENS/RESTUANS,2.0,58,1,1
2007-08-15,15,8,2007,T028,41.986921,-87.689778,0,CULEX PIPIENS,2.0,58,4,1
2007-08-15,15,8,2007,T028,41.986921,-87.689778,0,CULEX PIPIENS/RESTUANS,2.0,58,6,1
2007-08-15,15,8,2007,T030,41.89923,-87.716788,0,CULEX PIPIENS,2.0,10,9,2
2007-08-15,15,8,2007,T030,41.89923,-87.716788,0,CULEX PIPIENS/RESTUANS,2.0,10,2,2
2007-08-15,15,8,2007,T031,41.801498,-87.763416,0,CULEX PIPIENS,2.0,50,1,2
2007-08-15,15,8,2007,T031,41.801498,-87.763416,0,CULEX PIPIENS/RESTUANS,2.0,50,1,2
2007-08-15,15,8,2007,T033,41.906638,-87.701431,0,CULEX PIPIENS/RESTUANS,2.0,14,57,2
2007-08-15,15,8,2007,T033,41.906638,-87.701431,1,CULEX PIPIENS,2.0,14,14,2
2007-08-15,15,8,2007,T034,41.843811,-87.686763,0,CULEX PIPIENS,2.0,27,1,2
2007-08-15,15,8,2007,T034,41.843811,-87.686763,0,CULEX PIPIENS/RESTUANS,2.0,27,10,2
2007-08-15,15,8,2007,T034,41.843811,-87.686763,0,CULEX TERRITANS,0.0,27,1,2
2007-08-15,15,8,2007,T035,41.836644,-87.677737,0,CULEX PIPIENS,2.0,30,4,2
2007-08-15,15,8,2007,T035,41.836644,-87.677737,0,CULEX PIPIENS/RESTUANS,2.0,30,9,2
2007-08-15,15,8,2007,T035,41.836644,-87.677737,1,CULEX RESTUANS,1.0,30,1,2
2007-08-15,15,8,2007,T036,41.837085,-87.729384,0,CULEX PIPIENS,2.0,42,4,2
2007-08-15,15,8,2007,T036,41.837085,-87.729384,0,CULEX PIPIENS/RESTUANS,2.0,42,5,2
2007-08-15,15,8,2007,T036,41.837085,-87.729384,0,CULEX RESTUANS,1.0,42,1,2
2007-08-15,15,8,2007,T037,41.921177,-87.79518,0,CULEX PIPIENS,2.0,68,5,1
2007-08-15,15,8,2007,T037,41.921177,-87.79518,0,CULEX PIPIENS/RESTUANS,2.0,68,35,1
2007-08-15,15,8,2007,T039,41.911824,-87.726737,0,CULEX PIPIENS,2.0,17,3,2
2007-08-15,15,8,2007,T039,41.911824,-87.726737,0,CULEX PIPIENS/RESTUANS,2.0,17,20,2
2007-08-15,15,8,2007,T039,41.911824,-87.726737,0,CULEX RESTUANS,1.0,17,1,2
2007-08-15,15,8,2007,T043,41.857402,-87.694991,0,CULEX PIPIENS,2.0,30,1,2
2007-08-15,15,8,2007,T043,41.857402,-87.694991,0,CULEX PIPIENS/RESTUANS,2.0,30,4,2
2007-08-15,15,8,2007,T044,41.883284,-87.705085,0,CULEX PIPIENS/RESTUANS,2.0,33,3,2
2007-08-15,15,8,2007,T045,41.9216,-87.666455,0,CULEX PIPIENS,2.0,15,67,2
2007-08-15,15,8,2007,T045,41.9216,-87.666455,1,CULEX PIPIENS/RESTUANS,2.0,15,108,2
2007-08-15,15,8,2007,T046,41.891118,-87.654491,0,CULEX PIPIENS,2.0,25,31,2
2007-08-15,15,8,2007,T046,41.891118,-87.654491,0,CULEX PIPIENS/RESTUANS,2.0,25,39,2
2007-08-15,15,8,2007,T047,41.868142,-87.696269,0,CULEX PIPIENS,2.0,11,8,2
2007-08-15,15,8,2007,T047,41.868142,-87.696269,0,CULEX PIPIENS/RESTUANS,2.0,11,7,2
2007-08-15,15,8,2007,T048,41.867108,-87.654224,0,CULEX PIPIENS/RESTUANS,2.0,11,7,2
2007-08-15,15,8,2007,T048,41.867108,-87.654224,1,CULEX PIPIENS,2.0,11,3,2
2007-08-15,15,8,2007,T048,41.867108,-87.654224,1,CULEX RESTUANS,1.0,11,1,2
2007-08-15,15,8,2007,T049,41.896282,-87.655232,0,CULEX PIPIENS,2.0,11,7,2
2007-08-15,15,8,2007,T049,41.896282,-87.655232,0,CULEX PIPIENS/RESTUANS,2.0,11,17,2
2007-08-15,15,8,2007,T049,41.896282,-87.655232,1,CULEX RESTUANS,1.0,11,1,2
2007-08-15,15,8,2007,T050,41.919343,-87.694259,0,CULEX PIPIENS,2.0,21,2,2
2007-08-15,15,8,2007,T050,41.919343,-87.694259,0,CULEX PIPIENS/RESTUANS,2.0,21,3,2
2007-08-15,15,8,2007,T051,41.846283,-87.656913,0,CULEX PIPIENS,2.0,25,2,2
2007-08-15,15,8,2007,T051,41.846283,-87.656913,0,CULEX PIPIENS/RESTUANS,2.0,25,1,2
2007-08-15,15,8,2007,T054,41.921965,-87.632085,0,CULEX PIPIENS,2.0,22,2,2
2007-08-15,15,8,2007,T054,41.921965,-87.632085,0,CULEX PIPIENS/RESTUANS,2.0,22,5,2
2007-08-15,15,8,2007,T060,41.823065,-87.678378,0,CULEX PIPIENS,2.0,22,1,2
2007-08-15,15,8,2007,T061,41.801179,-87.679447,0,CULEX PIPIENS/RESTUANS,2.0,22,16,2
2007-08-15,15,8,2007,T061,41.801179,-87.679447,1,CULEX PIPIENS,2.0,22,35,2
2007-08-15,15,8,2007,T062,41.800737,-87.71188,0,CULEX PIPIENS,2.0,35,8,2
2007-08-15,15,8,2007,T063,41.82561,-87.726549,0,CULEX PIPIENS,2.0,37,13,2
2007-08-15,15,8,2007,T063,41.82561,-87.726549,0,CULEX PIPIENS/RESTUANS,2.0,37,18,2
2007-08-15,15,8,2007,T065,41.778297,-87.752411,0,CULEX PIPIENS,2.0,52,80,2
2007-08-15,15,8,2007,T065,41.778297,-87.752411,0,CULEX PIPIENS/RESTUANS,2.0,52,70,2
2007-08-15,15,8,2007,T065,41.778297,-87.752411,0,CULEX RESTUANS,1.0,52,5,2
2007-08-15,15,8,2007,T065,41.778297,-87.752411,0,CULEX TERRITANS,0.0,52,1,2
2007-08-15,15,8,2007,T066,41.77166,-87.703047,0,CULEX PIPIENS/RESTUANS,2.0,67,4,2
2007-08-15,15,8,2007,T066,41.77166,-87.703047,0,CULEX RESTUANS,1.0,67,1,2
2007-08-15,15,8,2007,T066,41.77166,-87.703047,1,CULEX PIPIENS,2.0,67,20,2
2007-08-15,15,8,2007,T067,41.759346,-87.745602,0,CULEX PIPIENS,2.0,73,5,2
2007-08-15,15,8,2007,T067,41.759346,-87.745602,0,CULEX PIPIENS/RESTUANS,2.0,73,19,2
2007-08-15,15,8,2007,T069,41.768388,-87.678649,0,CULEX PIPIENS,2.0,22,8,2
2007-08-15,15,8,2007,T069,41.768388,-87.678649,0,CULEX PIPIENS/RESTUANS,2.0,22,18,2
2007-08-15,15,8,2007,T070,41.797616,-87.797894,0,CULEX PIPIENS,2.0,52,5,2
2007-08-15,15,8,2007,T070,41.797616,-87.797894,0,CULEX PIPIENS/RESTUANS,2.0,52,11,2
2007-08-15,15,8,2007,T071,41.781416,-87.776532,0,CULEX PIPIENS/RESTUANS,2.0,61,1,2
2007-08-15,15,8,2007,T072,41.74785,-87.702716,0,CULEX PIPIENS/RESTUANS,2.0,80,1,2
2007-08-15,15,8,2007,T073,41.773215,-87.60088,0,CULEX PIPIENS,2.0,10,14,2
2007-08-15,15,8,2007,T073,41.773215,-87.60088,0,CULEX PIPIENS/RESTUANS,2.0,10,20,2
2007-08-15,15,8,2007,T074,41.822536,-87.666343,0,CULEX PIPIENS/RESTUANS,2.0,39,86,2
2007-08-15,15,8,2007,T074,41.822536,-87.666343,0,CULEX RESTUANS,1.0,39,3,2
2007-08-15,15,8,2007,T074,41.822536,-87.666343,1,CULEX PIPIENS,2.0,39,39,2
2007-08-15,15,8,2007,T075,41.799282,-87.585487,0,CULEX PIPIENS,2.0,47,3,2
2007-08-15,15,8,2007,T075,41.799282,-87.585487,0,CULEX PIPIENS/RESTUANS,2.0,47,3,2
2007-08-15,15,8,2007,T075,41.799282,-87.585487,0,CULEX RESTUANS,1.0,47,2,2
2007-08-15,15,8,2007,T076,41.794781,-87.615989,0,CULEX PIPIENS/RESTUANS,2.0,55,2,2
2007-08-15,15,8,2007,T077,41.778748,-87.586427,0,CULEX PIPIENS/RESTUANS,2.0,64,1,2
2007-08-15,15,8,2007,T079,41.766202,-87.562889,0,CULEX PIPIENS,2.0,71,6,2
2007-08-15,15,8,2007,T079,41.766202,-87.562889,0,CULEX PIPIENS/RESTUANS,2.0,71,15,2
2007-08-15,15,8,2007,T079,41.766202,-87.562889,0,CULEX TERRITANS,0.0,71,1,2
2007-08-15,15,8,2007,T080,41.754676,-87.612922,0,CULEX PIPIENS,2.0,77,5,2
2007-08-15,15,8,2007,T080,41.754676,-87.612922,0,CULEX PIPIENS/RESTUANS,2.0,77,6,2
2007-08-15,15,8,2007,T081,41.821582,-87.627796,0,CULEX PIPIENS,2.0,40,26,2
2007-08-15,15,8,2007,T081,41.821582,-87.627796,0,CULEX PIPIENS/RESTUANS,2.0,40,20,2
2007-08-15,15,8,2007,T082,41.803423,-87.642984,0,CULEX PIPIENS/RESTUANS,2.0,50,130,2
2007-08-15,15,8,2007,T082,41.803423,-87.642984,0,CULEX RESTUANS,1.0,50,2,2
2007-08-15,15,8,2007,T082,41.803423,-87.642984,1,CULEX PIPIENS,2.0,50,79,2
2007-08-15,15,8,2007,T083,41.754292,-87.590773,0,CULEX PIPIENS,2.0,79,5,2
2007-08-15,15,8,2007,T084,41.692555,-87.598865,0,CULEX PIPIENS,2.0,20,9,2
2007-08-15,15,8,2007,T084,41.692555,-87.598865,0,CULEX PIPIENS/RESTUANS,2.0,20,6,2
2007-08-15,15,8,2007,T085,41.721474,-87.648064,0,CULEX PIPIENS,2.0,10,20,2
2007-08-15,15,8,2007,T085,41.721474,-87.648064,0,CULEX PIPIENS/RESTUANS,2.0,10,24,2
2007-08-15,15,8,2007,T086,41.688324,-87.676709,0,CULEX PIPIENS,2.0,22,138,2
2007-08-15,15,8,2007,T086,41.688324,-87.676709,0,CULEX PIPIENS/RESTUANS,2.0,22,146,2
2007-08-15,15,8,2007,T086,41.688324,-87.676709,0,CULEX TERRITANS,0.0,22,1,2
2007-08-15,15,8,2007,T086,41.688324,-87.676709,1,CULEX RESTUANS,1.0,22,6,2
2007-08-15,15,8,2007,T088,41.869107,-87.696293,0,CULEX PIPIENS,2.0,10,4,2
2007-08-15,15,8,2007,T088,41.869107,-87.696293,0,CULEX PIPIENS/RESTUANS,2.0,10,1,2
2007-08-15,15,8,2007,T088,41.869107,-87.696293,0,CULEX RESTUANS,1.0,10,1,2
2007-08-15,15,8,2007,T089,41.723195,-87.64997,0,CULEX PIPIENS,2.0,10,16,2
2007-08-15,15,8,2007,T089,41.723195,-87.64997,0,CULEX PIPIENS/RESTUANS,2.0,10,12,2
2007-08-15,15,8,2007,T090,41.868077,-87.666901,0,CULEX PIPIENS,2.0,11,6,2
2007-08-15,15,8,2007,T090,41.868077,-87.666901,0,CULEX PIPIENS/RESTUANS,2.0,11,5,2
2007-08-15,15,8,2007,T090,41.868077,-87.666901,0,CULEX RESTUANS,1.0,11,3,2
2007-08-15,15,8,2007,T091,41.862292,-87.64886,0,CULEX PIPIENS,2.0,11,9,2
2007-08-15,15,8,2007,T091,41.862292,-87.64886,0,CULEX PIPIENS/RESTUANS,2.0,11,3,2
2007-08-15,15,8,2007,T092,41.869216,-87.627561,0,CULEX PIPIENS,2.0,11,11,2
2007-08-15,15,8,2007,T092,41.869216,-87.627561,0,CULEX PIPIENS/RESTUANS,2.0,11,3,2
2007-08-15,15,8,2007,T094,41.720848,-87.666014,0,CULEX PIPIENS,2.0,17,13,2
2007-08-15,15,8,2007,T094,41.720848,-87.666014,0,CULEX PIPIENS/RESTUANS,2.0,17,13,2
2007-08-15,15,8,2007,T095,41.704336,-87.703736,0,CULEX PIPIENS,2.0,33,2,2
2007-08-15,15,8,2007,T095,41.704336,-87.703736,0,CULEX PIPIENS/RESTUANS,2.0,33,4,2
2007-08-15,15,8,2007,T095,41.704336,-87.703736,0,CULEX RESTUANS,1.0,33,2,2
2007-08-15,15,8,2007,T096,41.731922,-87.677512,0,CULEX PIPIENS,2.0,22,17,2
2007-08-15,15,8,2007,T096,41.731922,-87.677512,0,CULEX PIPIENS/RESTUANS,2.0,22,12,2
2007-08-15,15,8,2007,T096,41.731922,-87.677512,0,CULEX RESTUANS,1.0,22,3,2
2007-08-15,15,8,2007,T097,41.644612,-87.604498,0,CULEX PIPIENS,2.0,82,15,2
2007-08-15,15,8,2007,T097,41.644612,-87.604498,0,CULEX PIPIENS/RESTUANS,2.0,82,10,2
2007-08-15,15,8,2007,T099,41.733643,-87.55551,0,CULEX PIPIENS,2.0,89,2,2
2007-08-15,15,8,2007,T099,41.733643,-87.55551,0,CULEX PIPIENS/RESTUANS,2.0,89,4,2
2007-08-15,15,8,2007,T100,41.717753,-87.531657,0,CULEX PIPIENS,2.0,98,34,2
2007-08-15,15,8,2007,T100,41.717753,-87.531657,0,CULEX PIPIENS/RESTUANS,2.0,98,32,2
2007-08-15,15,8,2007,T102,41.750498,-87.605294,0,CULEX PIPIENS,2.0,10,18,2
2007-08-15,15,8,2007,T102,41.750498,-87.605294,0,CULEX PIPIENS/RESTUANS,2.0,10,15,2
2007-08-15,15,8,2007,T103,41.702724,-87.536497,0,CULEX PIPIENS,2.0,11,157,2
2007-08-15,15,8,2007,T103,41.702724,-87.536497,0,CULEX PIPIENS/RESTUANS,2.0,11,253,2
2007-08-15,15,8,2007,T103,41.702724,-87.536497,0,CULEX SALINARIUS,0.0,11,1,2
2007-08-15,15,8,2007,T103,41.702724,-87.536497,0,CULEX TERRITANS,0.0,11,6,2
2007-08-15,15,8,2007,T107,41.729669,-87.582699,0,CULEX PIPIENS,2.0,81,9,2
2007-08-15,15,8,2007,T107,41.729669,-87.582699,0,CULEX PIPIENS/RESTUANS,2.0,81,4,2
2007-08-15,15,8,2007,T114,41.798697,-87.736812,0,CULEX PIPIENS/RESTUANS,2.0,52,74,2
2007-08-15,15,8,2007,T114,41.798697,-87.736812,0,CULEX RESTUANS,1.0,52,1,2
2007-08-15,15,8,2007,T114,41.798697,-87.736812,1,CULEX PIPIENS,2.0,52,23,2
2007-08-15,15,8,2007,T115,41.673408,-87.599862,0,CULEX PIPIENS,2.0,12,50,2
2007-08-15,15,8,2007,T129,41.891126,-87.61156,0,CULEX PIPIENS/RESTUANS,2.0,53,9,2
2007-08-15,15,8,2007,T129,41.891126,-87.61156,0,CULEX RESTUANS,1.0,53,1,2
2007-08-15,15,8,2007,T135,41.662014,-87.724608,0,CULEX PIPIENS,2.0,42,153,2
2007-08-15,15,8,2007,T135,41.662014,-87.724608,0,CULEX PIPIENS/RESTUANS,2.0,42,31,2
2007-08-15,15,8,2007,T135,41.662014,-87.724608,0,CULEX RESTUANS,1.0,42,9,2
2007-08-15,15,8,2007,T138,41.726465,-87.585413,0,CULEX PIPIENS,2.0,10,3,2
2007-08-15,15,8,2007,T138,41.726465,-87.585413,0,CULEX PIPIENS/RESTUANS,2.0,10,7,2
2007-08-15,15,8,2007,T141,41.961743,-87.76007,0,CULEX PIPIENS,2.0,53,2,1
2007-08-15,15,8,2007,T141,41.961743,-87.76007,0,CULEX PIPIENS/RESTUANS,2.0,53,1,1
2007-08-15,15,8,2007,T142,41.953067,-87.776792,0,CULEX PIPIENS/RESTUANS,2.0,40,11,1
2007-08-15,15,8,2007,T142,41.953067,-87.776792,1,CULEX PIPIENS,2.0,40,9,1
2007-08-15,15,8,2007,T143,41.999129,-87.795585,0,CULEX RESTUANS,1.0,65,1,1
2007-08-15,15,8,2007,T143,41.999129,-87.795585,1,CULEX PIPIENS,2.0,65,31,1
2007-08-15,15,8,2007,T143,41.999129,-87.795585,1,CULEX PIPIENS/RESTUANS,2.0,65,67,1
2007-08-15,15,8,2007,T144,41.94016,-87.794896,0,CULEX PIPIENS,2.0,33,63,1
2007-08-15,15,8,2007,T144,41.94016,-87.794896,0,CULEX PIPIENS/RESTUANS,2.0,33,80,1
2007-08-15,15,8,2007,T145,41.878114,-87.629798,0,CULEX PIPIENS/RESTUANS,2.0,43,30,2
2007-08-15,15,8,2007,T145,41.878114,-87.629798,1,CULEX PIPIENS,2.0,43,25,2
2007-08-15,15,8,2007,T147,41.932094,-87.700117,0,CULEX PIPIENS,2.0,28,1,2
2007-08-15,15,8,2007,T147,41.932094,-87.700117,0,CULEX PIPIENS/RESTUANS,2.0,28,2,2
2007-08-15,15,8,2007,T148,42.01743,-87.687769,0,CULEX PIPIENS,2.0,75,5,1
2007-08-15,15,8,2007,T148,42.01743,-87.687769,0,CULEX PIPIENS/RESTUANS,2.0,75,1,1
2007-08-15,15,8,2007,T149,41.994469,-87.667736,0,CULEX PIPIENS,2.0,15,1,1
2007-08-15,15,8,2007,T149,41.994469,-87.667736,0,CULEX PIPIENS/RESTUANS,2.0,15,1,1
2007-08-15,15,8,2007,T150,42.006858,-87.675919,0,CULEX PIPIENS/RESTUANS,2.0,18,2,1
2007-08-15,15,8,2007,T151,41.916265,-87.800515,0,CULEX PIPIENS,2.0,70,36,1
2007-08-15,15,8,2007,T151,41.916265,-87.800515,0,CULEX PIPIENS/RESTUANS,2.0,70,71,1
2007-08-15,15,8,2007,T151,41.916265,-87.800515,0,CULEX RESTUANS,1.0,70,5,1
2007-08-15,15,8,2007,T152,41.846075,-87.716277,0,CULEX PIPIENS,2.0,25,2,2
2007-08-15,15,8,2007,T152,41.846075,-87.716277,0,CULEX PIPIENS/RESTUANS,2.0,25,7,2
2007-08-15,15,8,2007,T153,41.907645,-87.760886,0,CULEX PIPIENS,2.0,15,20,2
2007-08-15,15,8,2007,T153,41.907645,-87.760886,0,CULEX PIPIENS/RESTUANS,2.0,15,52,2
2007-08-15,15,8,2007,T154,41.918705,-87.752329,0,CULEX PIPIENS/RESTUANS,2.0,21,37,2
2007-08-15,15,8,2007,T154,41.918705,-87.752329,0,CULEX RESTUANS,1.0,21,1,2
2007-08-15,15,8,2007,T154,41.918705,-87.752329,1,CULEX PIPIENS,2.0,21,14,2
2007-08-15,15,8,2007,T155,41.776156,-87.778927,1,CULEX PIPIENS,2.0,63,26,2
2007-08-15,15,8,2007,T155,41.776156,-87.778927,1,CULEX PIPIENS/RESTUANS,2.0,63,20,2
2007-08-15,15,8,2007,T156,41.772846,-87.740029,0,CULEX PIPIENS,2.0,66,7,2
2007-08-15,15,8,2007,T156,41.772846,-87.740029,0,CULEX PIPIENS/RESTUANS,2.0,66,6,2
2007-08-15,15,8,2007,T157,41.825902,-87.667827,0,CULEX PIPIENS,2.0,81,6,2
2007-08-15,15,8,2007,T157,41.825902,-87.667827,0,CULEX PIPIENS/RESTUANS,2.0,81,14,2
2007-08-15,15,8,2007,T158,41.682587,-87.707973,0,CULEX PIPIENS,2.0,35,79,2
2007-08-15,15,8,2007,T158,41.682587,-87.707973,0,CULEX RESTUANS,1.0,35,4,2
2007-08-15,15,8,2007,T158,41.682587,-87.707973,1,CULEX PIPIENS/RESTUANS,2.0,35,69,2
2007-08-15,15,8,2007,T159,41.732984,-87.649642,0,CULEX PIPIENS,2.0,89,90,2
2007-08-15,15,8,2007,T159,41.732984,-87.649642,0,CULEX PIPIENS/RESTUANS,2.0,89,44,2
2007-08-15,15,8,2007,T159,41.732984,-87.649642,0,CULEX RESTUANS,1.0,89,3,2
2007-08-15,15,8,2007,T160,41.903002,-87.688267,0,CULEX PIPIENS,2.0,11,7,2
2007-08-15,15,8,2007,T160,41.903002,-87.688267,0,CULEX PIPIENS/RESTUANS,2.0,11,9,2
2007-08-15,15,8,2007,T161,41.719059,-87.675088,0,CULEX PIPIENS,2.0,96,4,2
2007-08-15,15,8,2007,T161,41.719059,-87.675088,0,CULEX PIPIENS/RESTUANS,2.0,96,6,2
2007-08-15,15,8,2007,T162,41.725517,-87.614258,0,CULEX PIPIENS,2.0,93,3,2
2007-08-15,15,8,2007,T162,41.725517,-87.614258,0,CULEX PIPIENS/RESTUANS,2.0,93,6,2
2007-08-15,15,8,2007,T218,41.948167,-87.730698,0,CULEX PIPIENS,2.0,37,4,1
2007-08-15,15,8,2007,T218,41.948167,-87.730698,0,CULEX PIPIENS/RESTUANS,2.0,37,7,1
2007-08-15,15,8,2007,T219,41.966987,-87.674677,0,CULEX PIPIENS,2.0,18,4,2
2007-08-15,15,8,2007,T219,41.966987,-87.674677,0,CULEX PIPIENS/RESTUANS,2.0,18,4,2
2007-08-15,15,8,2007,T220,41.963976,-87.69181,0,CULEX PIPIENS,2.0,45,9,1
2007-08-15,15,8,2007,T220,41.963976,-87.69181,0,CULEX PIPIENS/RESTUANS,2.0,45,3,1
2007-08-16,16,8,2007,T115,41.673408,-87.599862,1,CULEX PIPIENS,2.0,12,2532,2
2007-08-16,16,8,2007,T115,41.673408,-87.599862,1,CULEX PIPIENS/RESTUANS,2.0,12,104,2
2007-08-16,16,8,2007,T128,41.704572,-87.565666,0,CULEX PIPIENS/RESTUANS,2.0,24,98,2
2007-08-16,16,8,2007,T128,41.704572,-87.565666,1,CULEX PIPIENS,2.0,24,821,2
2007-08-16,16,8,2007,T138,41.726465,-87.585413,1,CULEX PIPIENS,2.0,10,1000,2
2007-08-17,17,8,2007,T103,41.702724,-87.536497,0,CULEX PIPIENS,2.0,11,50,2
2007-08-17,17,8,2007,T138,41.726465,-87.585413,0,CULEX PIPIENS/RESTUANS,2.0,10,121,2
2007-08-17,17,8,2007,T138,41.726465,-87.585413,1,CULEX PIPIENS,2.0,10,651,2
2007-08-17,17,8,2007,T200,41.678618,-87.559308,0,CULEX PIPIENS,2.0,13,50,2
2007-08-17,17,8,2007,T200,41.678618,-87.559308,0,CULEX PIPIENS/RESTUANS,2.0,13,56,2
2007-08-17,17,8,2007,T200,41.678618,-87.559308,0,CULEX TERRITANS,0.0,13,4,2
2007-08-17,17,8,2007,T206,41.737052,-87.543067,0,CULEX PIPIENS,2.0,13,6,2
2007-08-17,17,8,2007,T206,41.737052,-87.543067,0,CULEX PIPIENS/RESTUANS,2.0,13,4,2
2007-08-17,17,8,2007,T209,41.740641,-87.546587,0,CULEX PIPIENS/RESTUANS,2.0,13,30,2
2007-08-17,17,8,2007,T209,41.740641,-87.546587,0,CULEX TERRITANS,0.0,13,1,2
2007-08-17,17,8,2007,T209,41.740641,-87.546587,1,CULEX PIPIENS,2.0,13,37,2
2007-08-17,17,8,2007,T212,41.680946,-87.535198,0,CULEX PIPIENS,2.0,37,174,2
2007-08-17,17,8,2007,T212,41.680946,-87.535198,0,CULEX PIPIENS/RESTUANS,2.0,37,102,2
2007-08-17,17,8,2007,T212,41.680946,-87.535198,0,CULEX SALINARIUS,0.0,37,1,2
2007-08-17,17,8,2007,T212,41.680946,-87.535198,0,CULEX TERRITANS,0.0,37,16,2
2007-08-17,17,8,2007,T215,41.686398,-87.531635,0,CULEX PIPIENS/RESTUANS,2.0,38,70,2
2007-08-17,17,8,2007,T215,41.686398,-87.531635,0,CULEX TERRITANS,0.0,38,23,2
2007-08-17,17,8,2007,T215,41.686398,-87.531635,1,CULEX PIPIENS,2.0,38,60,2
2007-08-17,17,8,2007,T221,41.659112,-87.538693,0,CULEX SALINARIUS,0.0,40,3,2
2007-08-17,17,8,2007,T221,41.659112,-87.538693,1,CULEX PIPIENS,2.0,40,279,2
2007-08-17,17,8,2007,T221,41.659112,-87.538693,1,CULEX PIPIENS/RESTUANS,2.0,40,177,2
2007-08-21,21,8,2007,T001,41.953705,-87.733974,0,CULEX PIPIENS,2.0,40,1,1
2007-08-21,21,8,2007,T002,41.95469,-87.800991,0,CULEX PIPIENS,2.0,41,46,1
2007-08-21,21,8,2007,T002,41.95469,-87.800991,0,CULEX TERRITANS,0.0,41,1,1
2007-08-21,21,8,2007,T002,41.95469,-87.800991,1,CULEX PIPIENS/RESTUANS,2.0,41,23,1
2007-08-21,21,8,2007,T003,41.964242,-87.757639,0,CULEX PIPIENS/RESTUANS,2.0,46,6,1
2007-08-21,21,8,2007,T003,41.964242,-87.757639,1,CULEX PIPIENS,2.0,46,23,1
2007-08-21,21,8,2007,T004,41.962728,-87.748367,0,CULEX PIPIENS/RESTUANS,2.0,49,6,1
2007-08-21,21,8,2007,T005,41.942114,-87.776385,0,CULEX PIPIENS,2.0,60,4,1
2007-08-21,21,8,2007,T005,41.942114,-87.776385,0,CULEX PIPIENS/RESTUANS,2.0,60,4,1
2007-08-21,21,8,2007,T006,41.990284,-87.797127,1,CULEX PIPIENS,2.0,60,9,1
2007-08-21,21,8,2007,T006,41.990284,-87.797127,1,CULEX PIPIENS/RESTUANS,2.0,60,1,1
2007-08-21,21,8,2007,T008,42.008314,-87.777921,0,CULEX PIPIENS,2.0,70,5,1
2007-08-21,21,8,2007,T008,42.008314,-87.777921,1,CULEX PIPIENS/RESTUANS,2.0,70,6,1
2007-08-21,21,8,2007,T009,41.981964,-87.812827,0,CULEX PIPIENS,2.0,91,45,1
2007-08-21,21,8,2007,T009,41.981964,-87.812827,0,CULEX PIPIENS/RESTUANS,2.0,91,8,1
